time,Cr_at_center,Cr_at_surface,defect_max
3450,0.19789614281085,0.17,4.713355e-07
3460,0.19788379991454,0.17,4.727014e-07
3470,0.19787145260698,0.17,4.740673e-07
3480,0.19785910106861,0.17,4.754332e-07
3490,0.19784674547798,0.17,4.767991e-07
3500,0.19783438601181,0.17,4.78165e-07
3510,0.19782202284497,0.17,4.795309e-07
3520,0.19780965615051,0.17,4.808968e-07
3530,0.19779728609968,0.17,4.822627e-07
3540,0.19778491286195,0.17,4.836286e-07
3550,0.19777253660501,0.17,4.849945e-07
3560,0.19776015749479,0.17,4.863604e-07
3570,0.19774777569549,0.17,4.877263e-07
3580,0.19773539136958,0.17,4.890922e-07
3590,0.19772300467781,0.17,4.904581e-07
3600,0.19771061577927,0.17,4.91824e-07
3610,0.19769822483132,0.17,4.931899e-07
3620,0.1976858319897,0.17,4.945558e-07
3630,0.19767343740847,0.17,4.959217e-07
3640,0.19766104124007,0.17,4.972876e-07
3650,0.19764864363532,0.17,4.986535e-07
3660,0.19763624474343,0.17,5.000194e-07
3670,0.19762384471202,0.17,5.013853e-07
3680,0.19761144368712,0.17,5.027512e-07
3690,0.19759904181323,0.17,5.041171e-07
3700,0.19758663923327,0.17,5.05483e-07
3710,0.19757423608864,0.17,5.068489e-07
3720,0.19756183251922,0.17,5.082148e-07
3730,0.19754942866338,0.17,5.095807e-07
3740,0.197537024658,0.17,5.109466e-07
3750,0.19752462063847,0.17,5.123125e-07
3760,0.19751221673873,0.17,5.136784e-07
3770,0.19749981309126,0.17,5.150443e-07
3780,0.1974874098271,0.17,5.164102e-07
3790,0.19747500707587,0.17,5.177761e-07
3800,0.19746260496577,0.17,5.19142e-07
3810,0.19745020362362,0.17,5.205079e-07
3820,0.19743780317482,0.17,5.218738e-07
3830,0.19742540374342,0.17,5.232397e-07
3840,0.1974130054521,0.17,5.246056e-07
3850,0.19740060842221,0.17,5.259715e-07
3860,0.19738821277374,0.17,5.273374e-07
3870,0.19737581862537,0.17,5.287033e-07
3880,0.19736342609447,0.17,5.300692e-07
3890,0.19735103529709,0.17,5.314351e-07
3900,0.19733864634802,0.17,5.32801e-07
3910,0.19732625936077,0.17,5.341669e-07
3920,0.19731387444758,0.17,5.355328e-07
